
row data from a station, file collection server YPEKA (data center), one measurement = 1 row. Columns: XX=to be ignored,  9999.90 = no instrument or no data (=empty field)

+- fixed code -+ - station ID -+- year -+-day of year-+-time (hh-mm)-+- CO -+- NO -+- NO2 -+- NOX -+- SO2 -+- O3 -+- MP 2.5 -+-  XX  -+-  XX  -+-  XX  -+-  XX  -+-  XX  -+-  XX  -+-  XX  -+-  XX  -+-  XX  -+-  XX  -+-  XX  -+-  XX  -+-  XX  -+-  XX  -+-  XX  -+-  XX  -+

160,                  100,        2012,    341,            0100,      0.68,  40.14,  32.36,  72.50,  4.52,   15.67,  9999.90, 9999.90, 9999.90,  9999.90,  12.80,  50.59,   4.50,    221.70,   19.45,  220.10,  13.42,   2.00,    7.93,    0.41,    3.38,     3.66,    10.45

** start of data ******************************************************************************************************************************************************************************************************************************************************
160,100,2012,341,2400,2.42,167.00,50.52,217.50,8.86,1.00,9999.90,9999.90,9999.90,9999.90,11.68,64.99,0.93,244.30,19.89,221.00,13.41,2.48,17.08,0.53,7.56,4.37,9.28
160,100,2012,342,0100,1.72,105.20,44.72,149.90,6.99,3.18,9999.90,9999.90,9999.90,9999.90,10.47,66.00,2.06,263.60,19.86,220.50,13.41,2.18,14.93,1.00,6.86,4.19,8.80
160,100,2012,342,0200,0.77,51.20,35.97,87.20,5.36,8.92,9999.90,9999.90,9999.90,9999.90,11.26,66.33,2.63,268.80,19.80,220.70,13.41,2.39,11.25,0.41,6.15,3.49,8.17
160,100,2012,342,0300,0.48,30.58,31.23,61.81,4.80,14.83,9999.90,9999.90,9999.90,9999.90,9.91,66.74,1.63,281.20,19.71,221.30,13.41,1.87,9.41,0.35,4.50,3.25,7.97
160,100,2012,342,0400,0.42,29.39,30.89,60.28,4.77,15.86,9999.90,9999.90,9999.90,9999.90,9.79,66.83,1.67,296.10,19.62,219.50,13.42,1.87,5.74,0.41,2.86,2.84,7.89
160,100,2012,342,0500,0.53,50.94,37.03,88.00,5.34,9.94,9999.90,9999.90,9999.90,9999.90,9.78,69.22,1.65,246.20,19.54,219.60,13.42,2.44,5.63,0.65,1.27,2.84,7.69
160,100,2012,342,0600,0.66,85.60,39.96,125.60,6.41,7.68,9999.90,9999.90,9999.90,9999.90,8.84,72.50,2.53,273.00,19.47,219.70,13.42,2.13,4.61,0.41,1.80,3.02,7.57
160,100,2012,342,0700,1.23,130.40,46.58,177.00,8.01,3.60,9999.90,9999.90,9999.90,9999.90,9.84,69.82,2.57,281.20,19.40,220.30,13.42,2.00,4.82,0.65,1.74,3.25,7.52
160,100,2012,342,0800,2.35,189.60,51.42,241.00,9.93,1.19,9999.90,9999.90,9999.90,9999.90,9.08,65.12,2.87,302.80,19.37,220.20,13.42,2.13,5.43,0.88,2.15,3.13,7.29
160,100,2012,342,0900,2.94,201.30,53.16,254.50,10.21,1.21,9999.90,9999.90,9999.90,9999.90,9.13,59.85,3.25,291.60,19.38,218.60,13.42,2.09,6.35,0.41,2.27,3.02,7.90
160,100,2012,342,1000,2.34,167.80,49.85,217.70,9.31,3.98,9999.90,9999.90,9999.90,9999.90,11.44,56.02,2.87,295.80,19.48,217.40,13.42,2.13,8.03,0.77,1.33,3.72,8.91
160,100,2012,342,1100,2.05,158.30,47.53,205.80,9.63,7.86,9999.90,9999.90,9999.90,9999.90,12.42,51.46,3.23,275.10,19.42,218.10,13.42,2.13,8.65,0.65,2.03,3.66,9.71
160,100,2012,342,1200,1.79,111.10,42.95,154.10,7.44,12.52,9999.90,9999.90,9999.90,9999.90,12.22,45.29,4.32,305.70,19.41,218.80,13.42,9999.90,9999.90,9999.90,9999.90,9999.90,10.02
160,100,2012,342,1300,1.52,106.20,40.10,146.30,6.91,14.02,9999.90,9999.90,9999.90,9999.90,11.81,44.96,3.32,290.70,19.92,219.00,13.42,9999.90,9999.90,9999.90,9999.90,9999.90,10.06
160,100,2012,342,1400,2.09,127.40,43.89,171.20,7.51,10.14,9999.90,9999.90,9999.90,9999.90,12.28,41.77,3.53,275.20,20.07,219.80,13.42,9999.90,9999.90,9999.90,9999.90,9999.90,10.31
160,100,2012,342,1500,2.17,124.00,44.36,168.30,7.45,9.56,9999.90,9999.90,9999.90,9999.90,12.18,42.91,3.55,286.70,20.12,218.40,13.41,9999.90,9999.90,9999.90,9999.90,9999.90,10.10
160,100,2012,342,1600,1.82,129.20,45.03,174.30,7.83,11.38,9999.90,9999.90,9999.90,9999.90,12.05,43.45,2.48,342.00,20.10,218.90,13.41,9999.90,9999.90,9999.90,9999.90,9999.90,10.17
160,100,2012,342,1700,1.28,79.20,37.38,116.60,6.36,18.22,9999.90,9999.90,9999.90,9999.90,11.44,44.46,2.39,24.37,20.04,218.50,13.41,9999.90,9999.90,9999.90,9999.90,9999.90,9.71
160,100,2012,342,1800,0.82,28.25,30.99,59.24,7.00,18.78,9999.90,9999.90,9999.90,9999.90,11.15,50.27,2.50,45.03,19.85,219.80,13.42,9999.90,9999.90,9999.90,9999.90,9999.90,8.74
160,100,2012,342,1900,1.33,59.29,38.99,98.30,10.00,8.85,9999.90,9999.90,9999.90,9999.90,10.70,52.43,1.85,50.30,19.73,219.40,13.42,9999.90,9999.90,9999.90,9999.90,9999.90,8.50
160,100,2012,342,2000,3.65,219.80,51.58,271.30,19.14,4.46,9999.90,9999.90,9999.90,9999.90,9.64,58.74,1.66,340.20,19.68,219.70,13.42,9999.90,9999.90,9999.90,9999.90,9999.90,7.93
160,100,2012,342,2100,5.27,317.60,56.82,374.50,24.42,4.31,9999.90,9999.90,9999.90,9999.90,9.10,62.30,1.71,342.70,19.65,219.60,13.42,9999.90,9999.90,9999.90,9999.90,9999.90,7.59
160,100,2012,342,2200,5.49,312.10,54.50,366.60,21.98,4.05,9999.90,9999.90,9999.90,9999.90,9.68,64.46,1.42,335.80,19.58,219.80,13.42,9999.90,9999.90,9999.90,9999.90,9999.90,7.13
160,100,2012,342,2300,5.26,284.10,55.31,339.40,18.18,3.95,9999.90,9999.90,9999.90,9999.90,9.15,64.82,1.01,339.20,19.52,220.70,13.42,9999.90,9999.90,9999.90,9999.90,9999.90,7.13
160,100,2012,342,2400,5.22,260.90,51.78,312.70,15.43,4.33,9999.90,9999.90,9999.90,9999.90,9.00,66.05,0.91,338.20,19.45,219.60,13.42,9999.90,9999.90,9999.90,9999.90,9999.90,7.00
